"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"12/21/2010","REI","REI 15 BLOOMINGTON         BLOOM","45.90","debit","Sporting Goods","Checking","",""
"12/21/2010","Caribou Coffee","CARIBOU COFFEE CO #112     EDINA","12.09","debit","Coffee Shops","Checking","",""
"12/20/2010","Debt Protection Fee","DEBT PROTECTION AT .3000","30.00","debit","Bank Fee","WORLD MASTERCARD","",""
"12/20/2010","Debt Protection Per","DEBT PROTECTION AT .3000 PER 100","30.00","debit","Bank Fee","WORLD MASTERCARD","",""
"12/20/2010","Interest Purchases","Interest on Purchases","139.72","debit","Finance Charge","WORLD MASTERCARD","",""
"12/20/2010","Interest Cash Advances","Interest on Cash Advances","20.37","debit","Finance Charge","WORLD MASTERCARD","",""
"12/20/2010","Science Museum Web","SCIENCE MUSEUM WEB ACC     06512","22.00","debit","Arts","Checking","",""
"12/20/2010","Byerly's","BYERLY'S CHANHASSEN        CHANH","126.10","debit","Groceries","Checking","",""
"12/20/2010","Annunciation School","Annunciation Sch FACTS      ****","626.17","debit","Education","Checking","",""
"12/20/2010","Cub Foods","CUB FOODS #3124            MINNE","9.97","debit","Groceries","Checking","",""
"12/20/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","6.66","debit","Groceries","Checking","",""
"12/20/2010","Mulberrys Garment Care","MULBERRYS GARMENT CARE     MINNE","26.89","debit","Dry Cleaning","Checking","",""
"12/20/2010","Michaels","MICHAELS #9841             EAGAN","9.98","debit","Hobbies","Checking","",""
"12/20/2010","Byerly's","BYERLY'S CHANHASSEN        CHANH","16.02","debit","Groceries","Checking","",""
"12/20/2010","Bauer","E BAUER 26245802           800-4","57.45","debit","Home Improvement","Checking","",""
"12/20/2010","Marathon","CHANHASSEN MARATHO QPS     CHANH","3.29","debit","Gas & Fuel","Checking","",""
"12/20/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","4.77","debit","Groceries","Checking","",""
"12/20/2010","Cub Foods","CUB FOODS                  CHANH","2.98","debit","Groceries","Checking","",""
"12/20/2010","Catherines","CATHERINES  #5773  QPS     EDINA","9.00","debit","Clothing","Checking","",""
"12/20/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","3.58","debit","Groceries","Checking","",""
"12/20/2010","Tcf Cub Southdale","TCF CUB SOUTHDALE          EDINA","43.00","debit","Cash & ATM","Checking","",""
"12/20/2010","Caribou Coffee","CARIBOU COFFEE#1209QPS     MINNE","4.52","debit","Coffee Shops","Checking","",""
"12/20/2010","Usa Signals","USA*SIGNALS                800-6","36.54","debit","Gifts & Donations","Checking","",""
"12/20/2010","BP","LYNDALE BP         QPS     MINNE","57.00","debit","Gas & Fuel","Checking","",""
"12/20/2010","Burger Jones Minne","BURGER JONES               MINNE","34.07","debit","Fast Food","Checking","",""
"12/20/2010","Prokart Burns","PROKART,INC.               BURNS","66.00","debit","Gifts & Donations","Checking","",""
"12/20/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","57.81","debit","Groceries","Checking","",""
"12/20/2010","Wuollet Bakery","WUOLLET BAKERY EDINA       MINNE","5.05","debit","Restaurants","Checking","",""
"12/20/2010","House Of Note","HOUSE OF NOTE INC          ST LO","75.09","debit","Music","Checking","",""
"12/19/2010","Best Buy","BEST BUY MHT   281  RICHFIELD000505553   ELECTRONICS STORE 320103530184359152","26.81","debit","Electronics & Software","Traditional Green Card","",""
"12/17/2010","Cub Foods","CUB FOODS #3124 0000MINNEAPOLIS000514189   6128667471 320103510157709271","50.00","debit","Groceries","Traditional Green Card","",""
"12/17/2010","Starbucks","STARBUCKS USA 00002881     MINNE","26.20","debit","Coffee Shops","Checking","",""
"12/17/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","16.92","debit","Groceries","Checking","",""
"12/17/2010","Hallmark","JAYNES HALLMARK 3          EAGAN","6.69","debit","Gift","Checking","",""
"12/17/2010","Pier 1 Imports","PIER 1        00004986     EAGAN","6.37","debit","Furnishings","Checking","",""
"12/17/2010","Zumbro Cafe","ZUMBRO CAFE                MINNE","29.06","debit","Restaurants","Checking","",""
"12/17/2010","Cub Foods","CUB FOODS #3124            MINNE","11.26","debit","Groceries","Checking","",""
"12/17/2010","Transfer to 5665","CITIBANK CRDT CD ONLINE PMT ****","301.00","debit","Credit Card Payment","Checking","",""
"12/17/2010","Party City","PARTY CITY 1028            EAGAN","22.77","debit","Entertainment","Checking","",""
"12/17/2010","Transfer from Checking","ELECTRONIC PAYMENT-THANK YOU","301.00","credit","Credit Card Payment","5665","",""
"12/16/2010","Shady Oak Veterinary Clinic","SHADY OAK VETERINARY C     MINNE","60.49","debit","Veterinary","Checking","",""
"12/16/2010","Wuollet Bakery","WUOLLET BAKERY UPTOWN      MINNE","32.00","debit","Restaurants","Checking","",""
"12/16/2010","Pizza Hut","PIZZA HUT #02248223887     EDINA","15.54","debit","Fast Food","Checking","",""
"12/16/2010","Brueggers Minne","BRUEGGERS #246             MINNE","36.18","debit","Food & Dining","Checking","",""
"12/16/2010","Ameriprise Financial Minne","AMERIPRISE FINANCIAL       MINNE","80.00","debit","Gym","Checking","",""
"12/16/2010","Starbucks","STARBUCKS USA 00002881     MINNE","5.60","debit","Coffee Shops","Checking","",""
"12/16/2010","Annunciation School","CHECK # 0000002781","150.00","debit","School Lunch","Checking","",""
"12/16/2010","Rustica Bakery","RUSTICA            QPS     MINNE","9.00","debit","Bakery","Checking","",""
"12/16/2010","Ameriprise Financial","AMERIPRISE FINAN DIRECT DEP ****","2504.19","credit","Paycheck KK","Checking","",""
"12/15/2010","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIC8D9QH0VEQX MERCHANDISE 320103490129506733","31.22","debit","Shopping","Traditional Green Card","",""
"12/15/2010","Barnes & Noble","BARNES & NOBLE #2514       E","51.50","debit","Books","Checking","",""
"12/15/2010","On The Go","MOVIES ON THE GO           BLOOM","26.93","debit","Groceries","Checking","",""
"12/15/2010","Caribou Coffee","CARIBOU COFFEE#1223QPS     EAGAN","1.81","debit","Coffee Shops","Checking","",""
"12/15/2010","AT&T Wireless","AT&T MOBILITY    ONLINE PMT","149.50","debit","Mobile Phone","Checking","",""
"12/15/2010","McDonald's","MCDONALDS  F29004          EAGAN","18.60","debit","Fast Food","Checking","",""
"12/15/2010","Lone Oak","2825 LONE OAK PARK         EAGAN","40.00","debit","Business Services","Checking","",""
"12/15/2010","Jo-Ann Stores","JO-ANN ETC #2026           EDINA","8.77","debit","Hobbies","Checking","",""
"12/15/2010","Holiday Stationstore","HOLIDAY STNSTORE 0318      EAGAN","54.86","debit","Gas & Fuel","Checking","",""
"12/15/2010","USAA","USAA P&C         PREMIUMPAY","53.81","debit","Financial","Checking","",""
"12/15/2010","USAA Credit Card Payment","USAA CREDIT CARD PAYMENT    ****","450.00","debit","Credit Card Payment","Checking","",""
"12/15/2010","Target","TARGET        00023135     EDINA","14.70","debit","Shopping","Checking","",""
"12/14/2010","Amazon","AMAZON.COM          AMZN.COM/BIC8D93UZPJLT MERCHANDISE 320103480115403019","19.20","debit","Shopping","Traditional Green Card","",""
"12/14/2010","Automatic Thank","AUTOMATIC PAYMENT - THANK","450.00","credit","Credit Card Payment","WORLD MASTERCARD","",""
"12/14/2010","Ameriprise Financial Minne","AMERIPRISE FINANCIAL       MINNE","40.00","debit","Food & Dining","Checking","",""
"12/14/2010","Starbucks","STARBUCKS USA 00002881     MINNE","25.00","debit","Coffee Shops","Checking","",""
"12/14/2010","Macy's","MACY*S EAST  #230  QPS     MINNE","22.61","debit","Clothing","Checking","",""
"12/14/2010","AMC","AMC SOUTHDALE 06007058     Edina","15.00","debit","Movies & DVDs","Checking","",""
"12/14/2010","Centerpoint Energy Gas","CTRPT ENGY MINNE ONLINE PMT ****","110.44","debit","Bills & Utilities","Checking","",""
"12/14/2010","GoDaddy.com","GOOGLE *GoDaddy            googl","10.00","debit","Business Services","Checking","",""
"12/14/2010","Panera Bread","PANERA BREAD #1315         EDINA","5.25","debit","Fast Food","Checking","",""
"12/14/2010","AMC","AMC SOUTHDALE 06007058     Edina","20.75","debit","Movies & DVDs","Checking","",""
"12/14/2010","Lone Oak","2825 LONE OAK PARK         EAGAN","15.00","debit","Business Services","Checking","",""
"12/14/2010","Macy's","MACY*S EAST  #230          MINNE","26.46","debit","Clothing","Checking","",""
"12/14/2010","Transfer from Checking","AUTOMATIC PAYMENT - THANK YOU","450.00","credit","Credit Card Payment","WORLD MASTERCARD","",""
"12/13/2010","Bauer","E BAUER 26101831           800-4","32.70","debit","Home Improvement","Checking","",""
"12/13/2010","Holiday Minne","HOLIDAY STORE #25          MINNE","102.50","debit","Groceries","Checking","",""
"12/13/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","17.75","debit","Groceries","Checking","",""
"12/13/2010","Target","TARGET        00023135     EDINA","158.97","debit","Shopping","Checking","",""
"12/13/2010","Starbucks","STARBUCKS USA 00024695     EAGAN","3.37","debit","Coffee Shops","Checking","",""
"12/13/2010","McDonald's","MCDONALD'S  M6872          BURNS","4.06","debit","Fast Food","Checking","",""
"12/13/2010","Dan Kellys Bar & Grill","DAN KELLY'S BAR AND GR     MINNE","14.84","debit","Alcohol & Bars","Checking","",""
"12/13/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","7.28","debit","Groceries","Checking","",""
"12/13/2010","Starbucks","STARBUCKS USA 00002881     MINNE","1.11","debit","Coffee Shops","Checking","",""
"12/13/2010","Kmart","KMART 09383                BURNS","20.27","debit","Shopping","Checking","",""
"12/13/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","33.13","debit","Groceries","Checking","",""
"12/13/2010","Panera Bread","PANERA BREAD #1315         EDINA","33.61","debit","Fast Food","Checking","",""
"12/13/2010","Target","TARGET        00023135     EDINA","30.77","debit","Shopping","Checking","",""
"12/13/2010","Diamond Lake","DIAMOND LAKE HARDWARE      MINNE","54.94","debit","Mortgage & Rent","Checking","",""
"12/13/2010","Holiday Stationstore","HOLIDAY STNSTORE 0025      MINNE","25.00","debit","Gas & Fuel","Checking","",""
"12/13/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","26.71","debit","Groceries","Checking","",""
"12/11/2010","Best Buy","BEST BUY CO    5    EDINA000102255   ELECTRONICS STORE 320103450079479164","107.25","debit","Electronics & Software","Traditional Green Card","",""
"12/11/2010","ULTA","ULTA #120 0120      EDINA13334837    COSMETIC STORE 320103450079479165","98.69","debit","Personal Care","Traditional Green Card","",""
"12/10/2010","Enterprise Rent-A-Car","ENTERPRISE RENT-A-CAR MINNEAPOL24164070343018126148702; 03405; RYBERG NIC; 12/10/2010","47.58","debit","Rental Car & Taxi","NWA Card","",""
"12/10/2010","Transfer from Checking","PAYMENT - THANK YOU","208.00","credit","Credit Card Payment","VISA","",""
"12/10/2010","Jo-Ann Stores","JO-ANN STORE #1876         ROSEV","27.36","debit","Hobbies","Checking","",""
"12/10/2010","Xcel Energy","XCEL ENERGY-NSP  ONLINE PMT ****","75.76","debit","Utilities","Checking","",""
"12/10/2010","USPS","USPS 26631104133408758     MINNE","15.34","debit","Shipping","Checking","",""
"12/10/2010","Uncommon Gardens","UNCOMMON GARDENS INC       MINNE","83.16","debit","Lawn & Garden","Checking","",""
"12/10/2010","BP","LYNDALE BP         QPS     MINNE","10.43","debit","Gas & Fuel","Checking","",""
"12/10/2010","Transfer to VISA","WELLS FARGO CC   ONLINE PMT ****","208.00","debit","Credit Card Payment","Checking","",""
"12/10/2010","Target","TARGET        00023408     BURNS","31.09","debit","Shopping","Checking","",""
"12/10/2010","Hsbc Retail Online","HSBC RETAIL      ONLINE PMT ****","50.00","debit","Bills & Utilities","Checking","",""
"12/10/2010","Panera Bread","PANERA BREAD #1299         EAGAN","9.93","debit","Fast Food","Checking","",""
"12/10/2010","Home Depot","THE HOME DEPOT 2805        BLOOM","16.33","debit","Home Improvement","Checking","",""
"12/10/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","18.96","debit","Groceries","Checking","",""
"12/10/2010","Leeann Chin","LEEANN CHIN #029 RICHF     RICHF","17.54","debit","Restaurants","Checking","",""
"12/10/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","6.36","debit","Groceries","Checking","",""
"12/09/2010","Amazon","AMAZON.COM          AMZN.COM/BIHRG84ACDOHA MERCHANDISE 320103430051812039","16.50","debit","Shopping","Traditional Green Card","",""
"12/09/2010","Barnes & Noble","BARNES&NOBLE COM    800-843-26620580034104 BOOKS, MUSIC OR DVD/V 320103430051812041","33.62","debit","Books","Traditional Green Card","",""
"12/09/2010","Amazon","AMAZON.COM          AMZN.COM/BIHRGD8B0KOE7 MERCHANDISE 320103430051812042","44.97","debit","Shopping","Traditional Green Card","",""
"12/09/2010","Barnes & Noble","BARNES&NOBLE COM    800-843-26620580034104 BOOKS, MUSIC OR DVD/V 320103430051812040","10.72","debit","Books","Traditional Green Card","",""
"12/09/2010","Barnes & Noble","BARNES&NOBLE COM    800-843-26620580034104 BOOKS, MUSIC OR DVD/V 320103430051812038","15.03","debit","Books","Traditional Green Card","",""
"12/09/2010","USPS Payroll","MPLS USPS PDC MN FED SALARY ****","100.00","credit","Paycheck Nick","USAA SAVINGS","",""
"12/09/2010","Bertrands Mr A","BERTRANDS AT MR A'S        SAN D","78.00","debit","Gifts & Donations","Checking","",""
"12/09/2010","Archivers","ARCHIVERS ROSEVILLE        ROSEV","8.00","debit","Business Services","Checking","",""
"12/09/2010","Old Navy","OLD NAVY #5866             EDINA","49.47","debit","Clothing","Checking","",""
"12/09/2010","BP","LYNDALE BP         QPS     MINNE","56.63","debit","Gas & Fuel","Checking","",""
"12/09/2010","USPS Payroll","MPLS USPS PDC MN FED SALARY ****","1712.80","credit","Paycheck Nick","Checking","",""
"12/09/2010","Hennepin County Library","HENNEPIN COUNTY LIBRAR     852-8","12.40","debit","Books & Supplies","Checking","",""
"12/09/2010","Google","GOOGLE *paid storage       googl","20.00","debit","Advertising","Checking","",""
"12/09/2010","Interest Charge","INTEREST CHARGE00000;","127.75","debit","Finance Charge","NWA Card","",""
"12/08/2010","Starbucks","STARBUCKS USA 00002881     MINNE","20.05","debit","Coffee Shops","Checking","",""
"12/08/2010","Walgreen","WALGREENS #2196    QPS     MINNE","14.95","debit","Pharmacy","Checking","",""
"12/08/2010","Beek's King Of Pizza","BEEKS KING OF PIZZA MP     MINNE","10.25","debit","Fast Food","Checking","",""
"12/07/2010","Bloom","MAGIC PAN MALL OF AM       BLOOM","22.70","debit","Groceries","Checking","",""
"12/07/2010","Target","TARGET        00023135     EDINA","80.61","debit","Shopping","Checking","",""
"12/07/2010","Dick Danaher","CHECK # 0000002782","198.00","debit","Music Lessons","Checking","",""
"12/07/2010","Cub Foods","CUB FOODS #3128            EDINA","14.82","debit","Groceries","Checking","",""
"12/07/2010","Keelix","CHECK # 0000002736","25.00","debit","Soccer","Checking","",""
"12/06/2010","Yum Yum","YUM YUM             MINNEAPOLIS033283223   952-922-4000 320103400013049863","37.55","debit","Birthdays","Traditional Green Card","",""
"12/06/2010","McDonald's","MCDONALDS M5219            EDINA","14.45","debit","Fast Food","Checking","",""
"12/06/2010","Target","TARGET        00023135     EDINA","40.75","debit","Shopping","Checking","",""
"12/06/2010","McDonald's","MCDONALD'S F6591           CHANH","5.45","debit","Fast Food","Checking","",""
"12/06/2010","On The Go","MOVIES ON THE GO           BLOOM","1.08","debit","Groceries","Checking","",""
"12/06/2010","Target","TARGET        00023135     EDINA","66.12","debit","Shopping","Checking","",""
"12/06/2010","Starbucks","STARBUCKS USA 00002881     MINNE","6.79","debit","Coffee Shops","Checking","",""
"12/06/2010","Netflix","NFI*WWW.NETFLIX.COM/CC     NETFL","9.69","debit","Movies & DVDs","Checking","",""
"12/06/2010","Holiday Stationstore","HOLIDAY STNSTORE 0025      MINNE","58.18","debit","Gas & Fuel","Checking","",""
"12/06/2010","FreeCreditReport.com","INFO.FREECREDITREPORT.     INFOF","14.95","debit","Financial","Checking","",""
"12/06/2010","Jo-Ann Stores","JO-ANN ETC #2026           EDINA","14.14","debit","Hobbies","Checking","",""
"12/06/2010","Zerorez","CHECK # 0000002783","338.42","debit","Home Services","Checking","",""
"12/06/2010","US Bank","US BANK CHANHASSEN         CHANH","40.00","debit","Mortgage & Rent","Checking","",""
"12/06/2010","Panera Bread","PANERA BREAD #1315         EDINA","4.92","debit","Fast Food","Checking","",""
"12/06/2010","Deposit Mobile","DEPOSIT@MOBILE","138.30","credit","Income","Checking","",""
"12/06/2010","Starbucks","STARBUCKS USA 00002881     MINNE","21.14","debit","Coffee Shops","Checking","",""
"12/06/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","3.50","debit","Groceries","Checking","",""
"12/06/2010","Machine","AUTO MACHINE AND SUPPL     RICHF","38.59","debit","Amusement","Checking","",""
"12/03/2010","Raku Japanese Rest","RAKU JAPANESE REST 0EDINA241000004   9523582588 320103370476647866","29.90","debit","Restaurants","Traditional Green Card","",""
"12/03/2010","Cooks Of Crocus Hill","COOKS OF CROCUS HILLST. PAULFURNITURE/HOME STORE 320103370476647865","19.58","debit","Furnishings","Traditional Green Card","",""
"12/03/2010","Lyndale Avenu Minne","1933 LYNDALE AVENU         MINNE","101.75","debit","Cash & ATM","Checking","",""
"12/03/2010","Starbucks","STARBUCKS USA 00002881     MINNE","25.00","debit","Coffee Shops","Checking","",""
"12/02/2010","Jimmy John's","JIMMY JOHN'S # 804 8EAGAN370000      FAST FOOD RESTAURANT 320103360463184685","14.79","debit","Restaurants","Traditional Green Card","",""
